,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_group,has_child,child_jitter
6652,29,Private,177413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,>50K,27-31,Без детей,0.26075792216162363
6653,39,Private,31670,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65,United-States,<=50K,37-41,Без детей,0.1947381918097041
6654,49,Private,154451,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,35,United-States,<=50K,47-51,Без детей,0.29857569305934367
6655,35,Private,265535,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,50,Jamaica,>50K,32-36,Без детей,0.2881364335779657
6656,31,Private,118941,Some-college,10,Divorced,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,<=50K,27-31,С детьми,0.867390076586096
6657,18,Private,214617,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30,United-States,<=50K,17-21,С детьми,0.693611348978228
6658,47,Local-gov,265097,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4386.0,0.0,40,United-States,>50K,47-51,Без детей,0.29129428063881646
6659,46,Private,276087,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5013.0,0.0,50,United-States,<=50K,42-46,Без детей,0.14248570120706727
6660,43,Private,124692,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.15727504928721264
6661,51,Federal-gov,306784,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,0.0,40,United-States,>50K,47-51,Без детей,0.1309404099882624
6662,21,Private,434102,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.36987056345432157
6664,31,State-gov,181824,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1902.0,35,United-States,>50K,27-31,Без детей,0.3225456873153947
6665,39,Local-gov,177907,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1887.0,40,United-States,>50K,37-41,Без детей,0.31881352353604975
6666,58,Private,87329,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48,United-States,<=50K,57-61,Без детей,0.2523342580691631
6667,36,Private,263130,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.20201609989730557
6668,38,Private,262882,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.16630342827104222
6669,31,Private,37546,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1902.0,35,United-States,>50K,27-31,Без детей,0.1983219373231513
6670,19,Private,27433,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,17-21,Без детей,0.2202330932629934
6671,38,Private,393945,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,36,United-States,<=50K,37-41,Без детей,0.31151442327527057
6672,26,Private,173927,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Other,Female,0.0,0.0,60,Jamaica,<=50K,22-26,С детьми,0.7595188293367565
6673,38,Private,343403,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,16,United-States,<=50K,37-41,Без детей,0.14859607037331585
6674,36,Private,111128,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.13432696215013895
6675,40,Private,193882,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45,United-States,>50K,37-41,Без детей,0.15455972308817517
6677,41,Private,128354,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,25,United-States,>50K,37-41,Без детей,0.22851969128737104
6678,33,Private,113364,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.3539663000917644
6680,51,Private,136913,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.28297659549021315
6681,34,Private,115488,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.3224382159701236
6682,33,Private,154227,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.24192990268109166
6683,25,Private,279667,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,<=50K,22-26,Без детей,0.21679985996681028
6684,30,Self-emp-not-inc,281030,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0.0,0.0,66,United-States,<=50K,27-31,Без детей,0.15601608945198947
6685,19,Private,283945,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,25,United-States,<=50K,17-21,С детьми,0.8402239253246891
6686,47,Private,454989,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.31795840696669664
6687,26,Private,391349,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.17034834342345404
6688,21,State-gov,166704,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,14,United-States,<=50K,17-21,С детьми,0.7529425353303025
6689,36,Private,151835,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,60,United-States,>50K,32-36,Без детей,0.24696995390109877
6690,60,Private,199085,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.28002197264476686
6691,28,Private,61487,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.3570848545579027
6692,19,Private,120251,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,14,United-States,<=50K,17-21,С детьми,0.7691451460229951
6693,42,Private,273230,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,90,United-States,<=50K,42-46,Без детей,0.2596521440268684
6694,36,Private,358373,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,36,United-States,<=50K,32-36,Без детей,0.14207750390431934
6695,35,Private,267891,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,38,United-States,<=50K,32-36,Без детей,0.14509779424432573
6696,22,Private,234880,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,25,United-States,<=50K,22-26,С детьми,0.6749632299184294
6697,54,Private,48358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,52-56,Без детей,0.1377929852060196
6698,36,Private,96452,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.308404694936803
6699,55,Private,204751,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,65,United-States,<=50K,52-56,Без детей,0.30359927295855116
6700,57,Private,375868,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.16265349626359432
6701,56,Private,413373,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,36,United-States,<=50K,52-56,Без детей,0.3306589361908674
6702,24,Private,537222,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,<=50K,22-26,Без детей,0.16714864836306687
6703,35,Local-gov,33975,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,32-36,Без детей,0.20228214087936613
6704,51,Self-emp-inc,162327,11th,7,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.1897544557987276
6705,34,Private,182691,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,0.0,0.0,44,United-States,<=50K,32-36,С детьми,0.7193537036575315
6706,36,Private,300829,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,42,United-States,<=50K,32-36,Без детей,0.19111930381359085
6707,51,Local-gov,114508,9th,5,Separated,Other-service,Other-relative,White,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.2473482223452285
6708,46,Self-emp-inc,214627,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,>50K,42-46,Без детей,0.2277778915251245
6709,42,Private,129684,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,5455.0,0.0,50,United-States,<=50K,42-46,Без детей,0.3667766777870384
6710,25,State-gov,120041,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.14342232403077415
6711,22,Private,361138,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,50,United-States,<=50K,22-26,Без детей,0.1641235303329644
6712,37,Private,76893,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.14267821453806462
6713,48,Private,205424,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.2802018867957702
6714,61,Private,176839,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50,United-States,>50K,57-61,Без детей,0.1430822265792927
6715,40,Private,229148,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40,Jamaica,<=50K,37-41,Без детей,0.3307455369702696
6716,58,Self-emp-inc,154537,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,20,United-States,>50K,57-61,Без детей,0.25286527136366266
6717,52,Private,181901,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0.0,0.0,20,Mexico,<=50K,52-56,Без детей,0.2564818298995681
6718,18,Private,152004,11th,7,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.7647826818509266
6719,27,Private,205188,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.17099528951349058
6720,48,Self-emp-not-inc,30840,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013.0,0.0,45,United-States,<=50K,47-51,Без детей,0.17744567274747702
6721,63,Private,66634,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,16,United-States,<=50K,62-66,Без детей,0.20651615748952112
6722,38,Self-emp-not-inc,180220,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,<=50K,37-41,Без детей,0.2724391397972443
6723,31,Private,291052,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,2051.0,40,United-States,<=50K,27-31,Без детей,0.1804282662256515
6724,40,Self-emp-not-inc,99651,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,<=50K,37-41,Без детей,0.1579196145119827
6725,41,Private,327723,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.36282805274042373
6726,28,Private,32291,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2174.0,0.0,40,United-States,<=50K,27-31,Без детей,0.1352756355543095
6727,31,Private,345122,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,50,United-States,>50K,27-31,Без детей,0.3226473772806452
6728,32,Private,127384,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,55,United-States,>50K,32-36,Без детей,0.3191284358980053
6729,30,Private,363296,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0.0,0.0,72,United-States,<=50K,27-31,Без детей,0.20133138732282305
6730,39,Local-gov,86551,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1876.0,40,United-States,<=50K,37-41,Без детей,0.1625503878417552
6731,28,Private,30070,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,<=50K,27-31,Без детей,0.16495087520930163
6732,31,Private,595000,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female,0.0,0.0,35,United-States,<=50K,27-31,Без детей,0.2973835881369262
6735,44,State-gov,111483,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.2842735818606817
6736,22,Private,199555,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,25,United-States,<=50K,22-26,С детьми,0.8178589618203328
6738,36,Private,218490,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35,United-States,<=50K,32-36,Без детей,0.3549954813757851
6739,39,Private,49020,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,1974.0,40,United-States,<=50K,37-41,Без детей,0.29606256718398205
6740,61,Private,213321,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1672.0,40,United-States,<=50K,57-61,Без детей,0.16740436877234643
6741,31,Private,159187,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.6884262280236986
6742,21,Private,83033,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25,Germany,<=50K,17-21,Без детей,0.33212649540954753
6743,39,Self-emp-not-inc,31848,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2829.0,0.0,90,United-States,<=50K,37-41,Без детей,0.18023345820021006
6744,34,Self-emp-not-inc,24961,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80,United-States,<=50K,32-36,Без детей,0.14740535606907554
6745,21,Private,182117,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15,United-States,<=50K,17-21,С детьми,0.7987872129701401
6746,75,Self-emp-not-inc,146576,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,0.0,0.0,48,United-States,>50K,67+,Без детей,0.22660632531763408
6747,21,Private,176690,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,24,United-States,<=50K,17-21,С детьми,0.8508096126110168
6748,81,Private,122651,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,15,United-States,<=50K,67+,Без детей,0.2860612170624788
6749,54,Self-emp-inc,149650,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40,Canada,<=50K,52-56,Без детей,0.1517005546699986
6750,34,Private,454508,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,65,Iran,<=50K,32-36,Без детей,0.3574855761408786
6751,54,Self-emp-not-inc,269068,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999.0,0.0,50,Philippines,>50K,52-56,Без детей,0.192053743273659
6752,41,Private,266530,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,45,United-States,<=50K,37-41,Без детей,0.2109309976975086
6754,63,Private,133144,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2580.0,0.0,20,United-States,<=50K,62-66,Без детей,0.2265424992840501
6755,24,Private,217961,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.1422938311370352
6756,20,Private,221661,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40,Mexico,<=50K,17-21,Без детей,0.24916370133534516
6757,44,Local-gov,60735,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,60,United-States,<=50K,42-46,С детьми,0.6595964378580701
6758,47,Self-emp-not-inc,121124,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.22623287840520442
6759,31,Private,48588,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.21417034911810023
6760,41,Private,48087,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1590.0,40,United-States,<=50K,37-41,Без детей,0.3154816200223608
6761,53,Self-emp-not-inc,240138,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60,United-States,<=50K,52-56,Без детей,0.3227609227918555
6762,63,Private,273010,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3471.0,0.0,40,United-States,<=50K,62-66,Без детей,0.1668190917733811
6763,44,Private,104196,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,>50K,42-46,Без детей,0.21797228497101429
6764,37,Private,230035,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,46,United-States,>50K,37-41,Без детей,0.21960475864763962
6765,28,Private,38918,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,Germany,>50K,27-31,Без детей,0.16633850654466042
6767,57,Private,176079,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.32162884121228574
6768,22,Private,180052,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,10,United-States,<=50K,22-26,С детьми,0.7997347988005016
