Возраст;Работа;Семейный статус;Образование;Кредитный дефолт;Ипотека;Займ;Контакт;Месяц;День недели;Длительность;Кампания;День;Предыдущий контакт;Доходность;Колебание уровня безработицы;Индекс потребительских цен;Индекс потребительской уверенности;Европейская межбанковская ставка;Количество сотрудников в компании;y
42;Менеджер;Не женат / не замужем;Высшая школа;Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;145;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Не женат / не замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;154;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Самозанятый;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;155;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Самозанятый;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июль;Среда;185;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;189;6;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;214;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Разведен(-а);Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Пятница;215;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Техник;Разведен(-а);Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;221;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Не женат / не замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июль;Четверг;229;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Техник;Разведен(-а);Университетская степень;Нет;Нет;Да;Сотовый телефон;Июль;Пятница;241;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Техник;Разведен(-а);Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Пятница;249;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Неизвестно;Женат / замужем;Университетская степень;Нет;Нет;Да;Сотовый телефон;Июль;Среда;255;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Городской телефон;Июль;Среда;270;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Преддприниматель;Не женат / не замужем;Неизвестно;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;295;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;324;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Неизвестно;Неизвестно;Сотовый телефон;Июль;Пятница;467;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;504;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Самозанятый;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;673;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;829;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
42;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Да;Сотовый телефон;Июль;Четверг;880;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
42;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Июль;Среда;962;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
42;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;1187;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
42;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;1331;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Июль;Среда;25;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Домохозяйка;Женат / замужем;Базовое (6 классов);Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;61;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Сотовый телефон;Июль;Среда;73;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Преддприниматель;Разведен(-а);Профессиональный курс;Нет;Нет;Да;Сотовый телефон;Июль;Пятница;94;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Обслуживающий персонал;Женат / замужем;Высшая школа;Неизвестно;Нет;Да;Сотовый телефон;Июль;Среда;105;11;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июль;Среда;122;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Женат / замужем;Неизвестно;Нет;Да;Нет;Сотовый телефон;Июль;Среда;129;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Техник;Разведен(-а);Профессиональный курс;Неизвестно;Да;Да;Сотовый телефон;Июль;Среда;180;7;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Да;Сотовый телефон;Июль;Среда;351;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;471;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Женат / замужем;Неизвестно;Нет;Да;Да;Сотовый телефон;Июль;Среда;595;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
43;Менеджер;Разведен(-а);Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;764;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
43;Техник;Разведен(-а);Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;853;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
43;Голубой воротничок;Не женат / не замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;982;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
43;Голубой воротничок;Разведен(-а);Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Июль;Пятница;1242;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
44;Обслуживающий персонал;Разведен(-а);Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;32;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
44;Самозанятый;Женат / замужем;Базовое (9 классов);Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;41;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
44;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Городской телефон;Июль;Среда;43;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
44;Голубой воротничок;Не женат / не замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Среда;50;18;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
44;Менеджер;Женат / замужем;Базовое (6 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Среда;70;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
44;Менеджер;Разведен(-а);Высшая школа;Нет;Да;Да;Сотовый телефон;Июль;Среда;70;6;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
